pH,0.45,0.95,0.95
DO,0,0,0
BOD5,0.34,0.84,0.84
CODMn,-0.2,0.3,0
TN,0.91,1.41,0
TP,0.71,1.21,1.21
TOC,0.04,0.54,0
DOC,0.23,0.73,0
TN,,0.94,1.44,0
NH3-N,0,0,0
NO3-N,0.75,1.25,0
DTP,0.63,0,1.13
PO4-P,0.12,0,0
