pH,0.45,0.95,0
DO,-0.36,0,0
BOD5,0.42,0.92,0
CODMn,0.14,0.64,0
TN,0.99,1.49,0
TP,0.5,1.0,1.0
TOC,0.38,0.88,0
DOC,0.47,0.97,0
TN,,0.99,1.49,0
NH3-N,0,0,0
NO3-N,0.81,1.31,0
DTP,0.47,0,0.97
PO4-P,-0.04,0,0
