pH,0.43,0.93,0.93
DO,0,0,0
BOD5,0.47,0.97,0
CODMn,0.19,0.69,0.69
TN,0.93,1.43,0
TP,0.64,1.14,1.14
TOC,0.29,0.79,0.79
DOC,0.38,0.88,0.88
TN,,0.91,1.41,0
NH3-N,-0.11,0,0
NO3-N,0.79,1.29,0
DTP,0.67,0,1.17
PO4-P,0.29,0,0.79
