pH,0.46,0.96,0.96
DO,-0.19,0,0
BOD5,0.57,1.07,0
CODMn,0.65,1.15,0
TN,0.85,1.35,0
TP,-0.09,0.41,0
TOC,0.72,1.22,0
DOC,0.55,1.05,0
TN,,0.82,1.32,0
NH3-N,0,0,0
NO3-N,0.75,1.25,0
DTP,0.12,0,0
PO4-P,-0.25,0,0
