pH,3.16,3.19,5.74
DO,27.79,39.01,138.11
BOD5,50.69,49.75,147.16
CODMn,17.08,19.53,44.75
TN,9.8,10.06,40.67
TP,1.54,1.14,2.61
TOC,5.2,5.73,16.24
DOC,4.75,4.85,11.78
DTN,9.86,10.33,42.33
NH3-N,10.05,122.91,41.54
NO3-N,8.47,7.0,34.74
DTP,1.09,1.68,1.62
PO4-P,1.99,2.59,2.64
